Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
INFO,root,267, Acc-tr,1066.03,986,0.0002,0.2751
INFO,root,268, Acc-tr,1066.03,985.68,0.0002,0.2798
INFO,root,269, Acc-tr,1066.03,986.75,0.0002,0.2771
INFO,root,270, Acc-tr,1066.03,984.61,0.0002,0.2769
INFO,root,271, Acc-tr,1066.03,985.04,0.0002,0.276
INFO,root,272, Acc-tr,1066.03,985.15,0.0002,0.2752
INFO,root,273, Acc-tr,1066.03,986.11,0.0002,0.2764
INFO,root,274, Acc-tr,1066.03,985.79,0.0002,0.2762
INFO,root,275, Acc-tr,1066.03,986.11,0.0002,0.2734
INFO,root,276, Acc-tr,1066.03,986,0.0002,0.2763
INFO,root,277, Acc-tr,1066.03,986.64,0.0002,0.2747
INFO,root,278, Acc-tr,1066.03,987.28,0.0002,0.2733
INFO,root,279, Acc-tr,1066.03,986.64,0.0002,0.2726
INFO,root,280, Acc-tr,1066.03,985.79,0.0002,0.2782
INFO,root,281, Acc-tr,1066.03,986.53,0.0002,0.2774
INFO,root,282, Acc-tr,1066.03,984.08,0.0002,0.2777
INFO,root,283, Acc-tr,1066.03,985.68,0.0002,0.2735
INFO,root,284, Acc-tr,1066.03,987.17,0.0002,0.2719
INFO,root,285, Acc-tr,1066.03,986,0.0002,0.2759
INFO,root,286, Acc-tr,1066.03,985.89,0.0002,0.2754
INFO,root,287, Acc-tr,1066.03,986,0.0002,0.2764
INFO,root,288, Acc-tr,1066.03,986.11,0.0002,0.2758
INFO,root,289, Acc-tr,1066.03,984.29,0.0002,0.2833
INFO,root,290, Acc-tr,1066.03,985.25,0.0002,0.2785
INFO,root,291, Acc-tr,1066.03,985.47,0.0002,0.2764
INFO,root,292, Acc-tr,1066.03,986.32,0.0002,0.2744
INFO,root,293, Acc-tr,1066.03,985.68,0.0002,0.2764
INFO,root,294, Acc-tr,1066.03,986.96,0.0002,0.2731
INFO,root,295, Acc-tr,1066.03,986.75,0.0002,0.2735
INFO,root,296, Acc-tr,1066.03,986.64,0.0002,0.2749
INFO,root,297, Acc-tr,1066.03,985.04,0.0002,0.2785
INFO,root,298, Acc-tr,1066.03,986.21,0.0002,0.2755
INFO,root,299, Acc-tr,1066.03,985.25,0.0002,0.275
